item_id,order_id,food_name,category,quantity,unit_price
7341,2945,Paneer Pizza,Italian,1,198.85
7342,2945,Noodles,Chinese,2,204.61
7343,2946,Noodles,Chinese,1,156.44
7344,2946,Fried Rice,Chinese,2,270.36
7345,2947,Chicken Biryani,North Indian,1,390.85
7346,2947,Chicken Pizza,Italian,1,219.57
7347,2947,Chicken Burger,Fast Food,1,157.63
7348,2947,Paneer Pizza,Italian,1,123.99
7349,2948,Paneer Pizza,Italian,1,362.81
7350,2948,Veg Burger,Fast Food,3,127.44
7351,2948,Chicken Biryani,North Indian,1,169.63
7352,2948,Fried Rice,Chinese,3,297.1
7353,2949,Paneer Pizza,Italian,3,189.94
7354,2949,Ice Cream,Desserts,2,187.58
7355,2949,Fried Rice,Chinese,2,362.55
7356,2949,Veg Burger,Fast Food,2,87.55
7357,2950,Chicken Biryani,North Indian,2,144.59
7358,2950,Chicken Biryani,North Indian,2,202.29
7359,2950,Idli,South Indian,2,136.69
7360,2951,Masala Dosa,South Indian,3,421.74
7361,2952,Idli,South Indian,2,382.51
7362,2952,Veg Biryani,North Indian,1,325.27
7363,2952,Brownie,Desserts,1,172.83
7364,2953,Fried Rice,Chinese,1,240.86
7365,2953,Veg Biryani,North Indian,3,399.67
7366,2953,Noodles,Chinese,3,387.6
7367,2954,Veg Biryani,North Indian,1,322.49
7368,2954,Noodles,Chinese,3,223.23
7369,2955,Masala Dosa,South Indian,1,423.29
7370,2955,Ice Cream,Desserts,1,400.51
7371,2955,Idli,South Indian,1,392.54
7372,2955,Idli,South Indian,2,306.76
7373,2956,Veg Burger,Fast Food,2,113.81
7374,2957,Paneer Pizza,Italian,1,417.99
7375,2958,Chicken Biryani,North Indian,2,239.82
7376,2959,Idli,South Indian,2,148.68
7377,2959,Masala Dosa,South Indian,1,215.96
7378,2959,Paneer Pizza,Italian,3,174.95
7379,2959,Veg Biryani,North Indian,2,438.87
7380,2960,Veg Burger,Fast Food,2,240.75
7381,2960,Chicken Biryani,North Indian,2,248.9
7382,2960,Noodles,Chinese,3,116.05
7383,2961,Chicken Biryani,North Indian,3,169.22
7384,2961,Noodles,Chinese,3,252.53
7385,2961,Chicken Biryani,North Indian,3,411.38
7386,2962,Veg Biryani,North Indian,1,198.07
7387,2963,Idli,South Indian,3,189.44
7388,2964,Chicken Burger,Fast Food,1,80.47
7389,2964,Chicken Pizza,Italian,2,355.03
7390,2965,Veg Burger,Fast Food,1,119.28
7391,2965,Chicken Biryani,North Indian,1,424.9
7392,2965,Paneer Pizza,Italian,1,128.49
7393,2965,Fried Rice,Chinese,1,360.67
7394,2966,Ice Cream,Desserts,1,177.71
7395,2966,Chicken Burger,Fast Food,2,297.67
7396,2967,Chicken Pizza,Italian,3,187.92
7397,2967,Veg Burger,Fast Food,2,106.19
7398,2967,Noodles,Chinese,2,231.88
7399,2968,Fried Rice,Chinese,1,170.18
7400,2969,Chicken Burger,Fast Food,3,179.66
7401,2969,Veg Burger,Fast Food,3,157.07
7402,2969,Chicken Pizza,Italian,1,171.43
7403,2970,Masala Dosa,South Indian,3,93.18
7404,2970,Chicken Biryani,North Indian,3,255.1
7405,2971,Ice Cream,Desserts,2,154.55
7406,2972,Chicken Biryani,North Indian,3,361.93
7407,2973,Idli,South Indian,2,332.95
7408,2973,Chicken Pizza,Italian,3,393.49
7409,2973,Chicken Biryani,North Indian,3,129.07
7410,2973,Chicken Pizza,Italian,1,371.56
7411,2974,Chicken Burger,Fast Food,3,100.95
7412,2974,Veg Burger,Fast Food,3,159.62
7413,2974,Idli,South Indian,3,361.78
7414,2974,Veg Biryani,North Indian,1,227.21
7415,2975,Veg Burger,Fast Food,3,211.11
7416,2975,Idli,South Indian,2,217.82
7417,2975,Chicken Biryani,North Indian,3,228.75
7418,2976,Paneer Pizza,Italian,1,305.34
7419,2976,Fried Rice,Chinese,1,339.8
7420,2977,Paneer Pizza,Italian,3,404.1
7421,2978,Fried Rice,Chinese,1,379.21
7422,2979,Idli,South Indian,2,338.14
7423,2980,Fried Rice,Chinese,3,274.63
7424,2981,Idli,South Indian,3,435.7
7425,2981,Chicken Burger,Fast Food,2,298.57
7426,2981,Masala Dosa,South Indian,2,271.94
7427,2981,Ice Cream,Desserts,3,241.92
7428,2982,Masala Dosa,South Indian,1,137.19
7429,2982,Brownie,Desserts,2,261.03
7430,2982,Brownie,Desserts,3,184.66
7431,2982,Brownie,Desserts,2,194.92
7432,2983,Masala Dosa,South Indian,2,246.4
7433,2983,Chicken Pizza,Italian,2,410.18
7434,2983,Chicken Biryani,North Indian,3,275.33
7435,2984,Noodles,Chinese,1,159.79
7436,2984,Noodles,Chinese,1,267.12
7437,2984,Veg Burger,Fast Food,1,435.4
7438,2985,Chicken Biryani,North Indian,3,180.92
7439,2985,Veg Biryani,North Indian,2,245.55
7440,2985,Chicken Pizza,Italian,2,141.43
7441,2986,Veg Burger,Fast Food,2,120.0
7442,2986,Brownie,Desserts,2,394.73
7443,2986,Fried Rice,Chinese,1,153.12
7444,2987,Veg Biryani,North Indian,2,421.35
7445,2988,Paneer Pizza,Italian,2,195.1
7446,2988,Brownie,Desserts,2,211.66
7447,2988,Veg Biryani,North Indian,2,183.53
7448,2989,Chicken Burger,Fast Food,3,145.79
7449,2989,Veg Burger,Fast Food,1,275.41
7450,2990,Masala Dosa,South Indian,2,116.7
7451,2990,Fried Rice,Chinese,2,246.83
7452,2991,Masala Dosa,South Indian,1,152.18
7453,2991,Veg Burger,Fast Food,3,434.77
7454,2992,Fried Rice,Chinese,2,124.86
7455,2993,Ice Cream,Desserts,3,399.74
7456,2993,Chicken Burger,Fast Food,3,378.88
7457,2994,Paneer Pizza,Italian,2,346.34
7458,2994,Masala Dosa,South Indian,1,209.92
7459,2995,Paneer Pizza,Italian,2,338.28
7460,2995,Chicken Burger,Fast Food,3,357.94
7461,2995,Idli,South Indian,3,189.51
7462,2996,Paneer Pizza,Italian,1,124.44
7463,2996,Chicken Biryani,North Indian,3,159.86
7464,2997,Brownie,Desserts,1,143.39
7465,2998,Chicken Biryani,North Indian,2,89.71
7466,2998,Veg Biryani,North Indian,1,310.52
7467,2998,Chicken Burger,Fast Food,3,433.21
7468,2998,Noodles,Chinese,1,179.05
7469,2999,Veg Biryani,North Indian,1,431.21
7470,2999,Paneer Pizza,Italian,3,366.59
7471,2999,Ice Cream,Desserts,2,272.59
7472,3000,Noodles,Chinese,2,150.13
7473,3001,Brownie,Desserts,3,403.56
7474,3001,Chicken Biryani,North Indian,1,299.21
7475,3001,Masala Dosa,South Indian,2,140.04
7476,3001,Noodles,Chinese,2,322.44
7477,3002,Noodles,Chinese,2,125.97
7478,3002,Paneer Pizza,Italian,2,104.34
7479,3002,Brownie,Desserts,3,364.21
7480,3002,Ice Cream,Desserts,3,380.99
7481,3003,Fried Rice,Chinese,1,246.69
7482,3003,Brownie,Desserts,2,139.48
7483,3003,Fried Rice,Chinese,1,386.85
7484,3003,Veg Burger,Fast Food,1,309.38
7485,3004,Masala Dosa,South Indian,1,95.35
7486,3005,Chicken Burger,Fast Food,1,429.88
7487,3006,Veg Burger,Fast Food,2,87.56
7488,3006,Brownie,Desserts,2,281.33
7489,3006,Ice Cream,Desserts,2,165.16
7490,3006,Veg Biryani,North Indian,3,98.24
7491,3007,Chicken Burger,Fast Food,3,334.16
7492,3007,Brownie,Desserts,1,127.51
7493,3008,Chicken Pizza,Italian,3,394.4
7494,3008,Veg Burger,Fast Food,3,109.55
7495,3008,Ice Cream,Desserts,1,437.4
7496,3008,Masala Dosa,South Indian,1,294.18
7497,3009,Veg Burger,Fast Food,2,257.12
7498,3010,Ice Cream,Desserts,2,240.68
7499,3010,Brownie,Desserts,2,104.53
7500,3010,Masala Dosa,South Indian,2,446.7
7501,3010,Veg Burger,Fast Food,2,178.6
7502,3011,Noodles,Chinese,3,383.25
7503,3011,Noodles,Chinese,3,321.71
7504,3011,Ice Cream,Desserts,2,178.34
7505,3012,Veg Biryani,North Indian,2,101.55
7506,3012,Veg Biryani,North Indian,3,308.15
7507,3013,Veg Biryani,North Indian,2,162.19
7508,3013,Masala Dosa,South Indian,3,445.9
7509,3013,Brownie,Desserts,2,196.98
7510,3013,Paneer Pizza,Italian,2,202.06
7511,3014,Idli,South Indian,2,235.99
7512,3014,Idli,South Indian,1,430.86
7513,3015,Chicken Biryani,North Indian,1,196.92
7514,3015,Veg Biryani,North Indian,1,337.23
7515,3015,Noodles,Chinese,1,416.6
7516,3016,Chicken Burger,Fast Food,1,220.55
7517,3017,Noodles,Chinese,2,271.44
7518,3018,Masala Dosa,South Indian,1,190.34
7519,3019,Masala Dosa,South Indian,3,334.63
7520,3019,Idli,South Indian,2,103.45
7521,3019,Veg Biryani,North Indian,2,321.52
7522,3020,Noodles,Chinese,3,406.57
7523,3020,Paneer Pizza,Italian,2,419.32
7524,3020,Chicken Pizza,Italian,2,145.33
7525,3020,Veg Biryani,North Indian,1,156.22
7526,3021,Noodles,Chinese,3,316.3
7527,3021,Veg Burger,Fast Food,1,202.8
7528,3022,Chicken Burger,Fast Food,1,225.91
7529,3022,Idli,South Indian,1,201.17
7530,3022,Masala Dosa,South Indian,1,267.5
7531,3023,Chicken Burger,Fast Food,3,175.09
7532,3024,Brownie,Desserts,3,252.88
7533,3024,Paneer Pizza,Italian,2,122.06
7534,3024,Ice Cream,Desserts,2,253.04
7535,3025,Chicken Burger,Fast Food,3,218.93
7536,3025,Paneer Pizza,Italian,2,218.44
7537,3026,Chicken Pizza,Italian,3,148.11
7538,3026,Veg Burger,Fast Food,1,235.4
7539,3027,Ice Cream,Desserts,3,306.6
7540,3028,Masala Dosa,South Indian,3,305.6
7541,3028,Paneer Pizza,Italian,3,337.0
7542,3029,Veg Biryani,North Indian,3,83.63
7543,3029,Brownie,Desserts,1,165.47
7544,3029,Chicken Biryani,North Indian,1,168.76
7545,3029,Noodles,Chinese,3,173.91
7546,3030,Fried Rice,Chinese,2,167.16
7547,3030,Noodles,Chinese,1,439.04
7548,3030,Ice Cream,Desserts,3,193.97
7549,3031,Idli,South Indian,2,295.79
7550,3032,Masala Dosa,South Indian,3,438.76
7551,3033,Chicken Biryani,North Indian,2,199.63
7552,3034,Chicken Pizza,Italian,3,238.53
7553,3035,Ice Cream,Desserts,2,254.81
7554,3036,Chicken Burger,Fast Food,3,82.5
7555,3036,Paneer Pizza,Italian,2,373.19
7556,3036,Chicken Biryani,North Indian,3,176.12
7557,3037,Noodles,Chinese,3,295.03
7558,3037,Chicken Pizza,Italian,1,373.07
7559,3037,Chicken Biryani,North Indian,2,114.2
7560,3038,Noodles,Chinese,3,213.25
7561,3038,Noodles,Chinese,2,298.41
7562,3038,Veg Biryani,North Indian,1,273.61
7563,3038,Veg Biryani,North Indian,3,247.32
7564,3039,Idli,South Indian,3,427.33
7565,3039,Paneer Pizza,Italian,3,88.99
7566,3040,Idli,South Indian,2,355.69
7567,3040,Chicken Burger,Fast Food,2,80.16
7568,3041,Ice Cream,Desserts,2,373.77
7569,3042,Veg Burger,Fast Food,3,263.97
7570,3042,Noodles,Chinese,1,433.17
7571,3042,Chicken Pizza,Italian,2,120.67
7572,3043,Idli,South Indian,3,207.12
7573,3043,Veg Biryani,North Indian,2,139.69
7574,3043,Chicken Burger,Fast Food,2,188.2
7575,3044,Ice Cream,Desserts,1,336.29
7576,3044,Chicken Burger,Fast Food,1,352.0
7577,3045,Noodles,Chinese,1,366.22
7578,3046,Veg Biryani,North Indian,3,287.93
7579,3046,Ice Cream,Desserts,2,129.44
7580,3046,Brownie,Desserts,1,320.73
7581,3047,Brownie,Desserts,2,293.32
7582,3048,Masala Dosa,South Indian,1,149.66
7583,3048,Noodles,Chinese,1,357.71
7584,3048,Brownie,Desserts,2,438.27
7585,3049,Paneer Pizza,Italian,2,441.34
7586,3049,Fried Rice,Chinese,1,117.47
7587,3049,Idli,South Indian,1,408.2
7588,3050,Brownie,Desserts,2,426.76
7589,3051,Idli,South Indian,1,333.62
7590,3051,Fried Rice,Chinese,3,167.4
7591,3052,Fried Rice,Chinese,3,305.82
7592,3052,Brownie,Desserts,2,351.8
7593,3053,Veg Biryani,North Indian,3,413.48
7594,3054,Masala Dosa,South Indian,2,239.01
7595,3054,Fried Rice,Chinese,2,343.83
7596,3055,Chicken Biryani,North Indian,2,345.68
7597,3056,Chicken Burger,Fast Food,3,94.9
7598,3056,Fried Rice,Chinese,1,226.36
7599,3057,Paneer Pizza,Italian,2,278.71
7600,3058,Veg Burger,Fast Food,2,375.86
7601,3058,Masala Dosa,South Indian,1,267.71
7602,3058,Ice Cream,Desserts,1,379.98
7603,3059,Idli,South Indian,1,202.03
7604,3060,Masala Dosa,South Indian,1,85.69
7605,3060,Idli,South Indian,3,250.26
7606,3060,Veg Biryani,North Indian,1,314.72
7607,3061,Masala Dosa,South Indian,3,209.68
7608,3061,Masala Dosa,South Indian,2,175.56
7609,3061,Fried Rice,Chinese,3,136.23
7610,3061,Chicken Biryani,North Indian,3,165.41
7611,3062,Noodles,Chinese,3,220.99
7612,3062,Chicken Biryani,North Indian,2,230.42
7613,3062,Veg Burger,Fast Food,1,126.41
7614,3063,Ice Cream,Desserts,3,244.01
7615,3064,Masala Dosa,South Indian,2,154.5
7616,3064,Brownie,Desserts,3,264.14
7617,3064,Ice Cream,Desserts,2,334.52
7618,3065,Fried Rice,Chinese,2,129.24
7619,3065,Ice Cream,Desserts,3,255.22
7620,3065,Paneer Pizza,Italian,1,165.74
7621,3066,Paneer Pizza,Italian,3,335.75
7622,3067,Chicken Pizza,Italian,3,401.65
7623,3067,Veg Burger,Fast Food,1,250.67
7624,3067,Paneer Pizza,Italian,2,400.96
7625,3068,Noodles,Chinese,2,256.7
7626,3068,Chicken Pizza,Italian,3,103.99
7627,3068,Ice Cream,Desserts,3,118.38
7628,3068,Fried Rice,Chinese,2,220.52
7629,3069,Chicken Pizza,Italian,1,259.2
7630,3069,Masala Dosa,South Indian,1,219.23
7631,3070,Fried Rice,Chinese,3,183.99
7632,3070,Chicken Burger,Fast Food,1,249.66
7633,3071,Chicken Biryani,North Indian,1,144.55
7634,3071,Chicken Biryani,North Indian,2,192.82
7635,3072,Chicken Biryani,North Indian,1,146.45
7636,3073,Ice Cream,Desserts,1,315.67
7637,3073,Chicken Pizza,Italian,3,270.07
7638,3073,Ice Cream,Desserts,3,82.08
7639,3073,Chicken Biryani,North Indian,2,180.55
7640,3074,Masala Dosa,South Indian,1,305.87
7641,3075,Fried Rice,Chinese,3,399.07
7642,3075,Veg Burger,Fast Food,1,341.0
7643,3076,Fried Rice,Chinese,1,205.31
7644,3076,Veg Burger,Fast Food,2,116.26
7645,3076,Idli,South Indian,2,146.92
7646,3077,Noodles,Chinese,1,91.73
7647,3077,Chicken Biryani,North Indian,1,121.86
7648,3078,Noodles,Chinese,2,205.61
7649,3078,Idli,South Indian,3,234.96
7650,3078,Noodles,Chinese,1,84.44
7651,3079,Veg Burger,Fast Food,1,140.39
7652,3079,Veg Burger,Fast Food,1,260.11
7653,3080,Noodles,Chinese,1,198.1
7654,3080,Brownie,Desserts,3,418.36
7655,3081,Chicken Pizza,Italian,1,132.78
7656,3081,Ice Cream,Desserts,2,260.75
7657,3081,Veg Burger,Fast Food,3,81.58
7658,3082,Veg Burger,Fast Food,2,170.31
7659,3082,Noodles,Chinese,1,401.17
7660,3082,Chicken Burger,Fast Food,1,296.02
7661,3083,Brownie,Desserts,1,235.17
7662,3083,Veg Burger,Fast Food,2,338.22
7663,3083,Chicken Pizza,Italian,2,94.8
7664,3083,Chicken Burger,Fast Food,1,93.48
7665,3084,Idli,South Indian,1,166.21
7666,3084,Chicken Biryani,North Indian,1,149.24
7667,3084,Fried Rice,Chinese,1,267.87
7668,3085,Chicken Pizza,Italian,1,231.31
7669,3085,Chicken Burger,Fast Food,2,445.29
7670,3086,Brownie,Desserts,3,283.69
7671,3086,Ice Cream,Desserts,2,366.54
7672,3086,Veg Biryani,North Indian,3,439.35
7673,3086,Veg Biryani,North Indian,2,382.36
7674,3087,Chicken Pizza,Italian,2,381.11
7675,3087,Paneer Pizza,Italian,3,116.49
7676,3088,Veg Burger,Fast Food,1,160.35
7677,3088,Ice Cream,Desserts,1,191.35
7678,3088,Idli,South Indian,2,420.3
7679,3088,Noodles,Chinese,2,439.08
7680,3089,Idli,South Indian,1,283.82
7681,3089,Chicken Biryani,North Indian,3,106.38
7682,3090,Veg Burger,Fast Food,1,340.02
7683,3090,Brownie,Desserts,3,295.06
7684,3090,Fried Rice,Chinese,2,400.85
7685,3090,Noodles,Chinese,3,416.16
7686,3091,Noodles,Chinese,3,405.09
7687,3091,Chicken Burger,Fast Food,2,269.45
7688,3091,Masala Dosa,South Indian,2,308.38
7689,3091,Chicken Pizza,Italian,3,363.42
7690,3092,Masala Dosa,South Indian,3,161.46
7691,3092,Veg Biryani,North Indian,3,357.15
7692,3093,Idli,South Indian,1,91.04
7693,3093,Veg Burger,Fast Food,1,410.93
7694,3093,Paneer Pizza,Italian,1,102.87
7695,3094,Chicken Burger,Fast Food,2,424.8
7696,3095,Chicken Pizza,Italian,3,393.69
7697,3096,Chicken Pizza,Italian,1,158.31
7698,3096,Masala Dosa,South Indian,1,333.61
7699,3097,Fried Rice,Chinese,1,159.62
7700,3097,Chicken Biryani,North Indian,3,329.25
7701,3097,Paneer Pizza,Italian,3,183.15
7702,3098,Idli,South Indian,3,377.43
7703,3098,Veg Burger,Fast Food,2,116.8
7704,3099,Paneer Pizza,Italian,3,419.77
7705,3099,Brownie,Desserts,1,403.44
7706,3099,Chicken Pizza,Italian,3,82.5
7707,3099,Chicken Burger,Fast Food,2,181.52
7708,3100,Brownie,Desserts,2,89.4
7709,3101,Ice Cream,Desserts,2,127.88
7710,3101,Chicken Burger,Fast Food,3,416.34
7711,3101,Veg Burger,Fast Food,2,306.85
7712,3101,Veg Biryani,North Indian,1,391.82
7713,3102,Chicken Burger,Fast Food,2,319.3
7714,3103,Chicken Burger,Fast Food,3,414.15
7715,3103,Chicken Burger,Fast Food,1,80.03
7716,3104,Veg Biryani,North Indian,2,103.58
7717,3104,Chicken Biryani,North Indian,1,105.59
7718,3105,Masala Dosa,South Indian,3,187.91
7719,3105,Ice Cream,Desserts,1,205.78
7720,3105,Veg Burger,Fast Food,3,306.63
7721,3105,Idli,South Indian,3,382.23
7722,3106,Masala Dosa,South Indian,3,385.75
7723,3106,Chicken Burger,Fast Food,3,164.6
7724,3106,Chicken Pizza,Italian,1,205.14
7725,3107,Fried Rice,Chinese,1,392.09
7726,3107,Veg Biryani,North Indian,3,165.96
7727,3108,Brownie,Desserts,3,319.09
7728,3108,Paneer Pizza,Italian,1,215.8
7729,3109,Chicken Pizza,Italian,2,409.73
7730,3109,Idli,South Indian,1,365.88
7731,3109,Masala Dosa,South Indian,1,350.23
7732,3109,Idli,South Indian,1,411.34
7733,3110,Fried Rice,Chinese,1,235.63
7734,3110,Paneer Pizza,Italian,2,329.37
7735,3111,Brownie,Desserts,1,82.02
7736,3111,Idli,South Indian,3,130.03
7737,3111,Veg Biryani,North Indian,1,166.49
7738,3111,Veg Biryani,North Indian,3,357.84
7739,3112,Veg Burger,Fast Food,3,141.1
7740,3113,Ice Cream,Desserts,2,83.41
7741,3113,Brownie,Desserts,2,413.78
7742,3113,Brownie,Desserts,3,433.21
7743,3114,Ice Cream,Desserts,2,236.32
7744,3114,Chicken Burger,Fast Food,2,134.01
7745,3114,Brownie,Desserts,2,418.57
7746,3114,Chicken Biryani,North Indian,1,138.11
7747,3115,Paneer Pizza,Italian,1,315.38
7748,3116,Brownie,Desserts,2,241.1
7749,3116,Veg Biryani,North Indian,1,176.36
7750,3116,Chicken Pizza,Italian,1,91.54
7751,3117,Fried Rice,Chinese,1,160.93
7752,3117,Noodles,Chinese,1,173.97
7753,3117,Veg Burger,Fast Food,1,97.46
7754,3118,Paneer Pizza,Italian,3,267.67
7755,3118,Veg Biryani,North Indian,1,222.89
7756,3119,Chicken Biryani,North Indian,2,237.12
7757,3119,Veg Burger,Fast Food,3,373.65
7758,3119,Ice Cream,Desserts,1,220.18
7759,3120,Noodles,Chinese,1,424.83
7760,3120,Veg Biryani,North Indian,3,180.18
7761,3120,Masala Dosa,South Indian,2,390.18
7762,3121,Veg Biryani,North Indian,2,394.74
7763,3121,Chicken Burger,Fast Food,2,251.34
7764,3121,Idli,South Indian,3,293.72
7765,3122,Veg Burger,Fast Food,1,444.47
7766,3122,Noodles,Chinese,3,154.98
7767,3123,Fried Rice,Chinese,3,126.85
7768,3123,Noodles,Chinese,2,378.24
7769,3123,Chicken Biryani,North Indian,2,359.33
7770,3124,Idli,South Indian,2,391.26
7771,3125,Fried Rice,Chinese,3,270.58
7772,3125,Noodles,Chinese,1,152.61
7773,3126,Fried Rice,Chinese,3,181.31
7774,3126,Veg Burger,Fast Food,1,83.76
7775,3126,Veg Burger,Fast Food,2,240.36
7776,3126,Fried Rice,Chinese,2,255.41
7777,3127,Chicken Pizza,Italian,3,239.93
7778,3128,Fried Rice,Chinese,2,192.42
7779,3128,Paneer Pizza,Italian,3,136.56
7780,3128,Chicken Burger,Fast Food,2,295.47
7781,3129,Brownie,Desserts,3,240.01
7782,3129,Idli,South Indian,3,379.63
7783,3130,Veg Biryani,North Indian,3,401.6
7784,3130,Chicken Biryani,North Indian,3,240.01
7785,3131,Chicken Biryani,North Indian,2,126.34
7786,3131,Ice Cream,Desserts,1,348.16
7787,3132,Paneer Pizza,Italian,3,228.99
7788,3132,Chicken Biryani,North Indian,3,447.54
7789,3132,Fried Rice,Chinese,2,282.37
7790,3133,Idli,South Indian,2,276.13
7791,3133,Veg Burger,Fast Food,1,108.61
7792,3133,Chicken Biryani,North Indian,2,194.11
7793,3134,Chicken Burger,Fast Food,1,176.61
7794,3134,Chicken Biryani,North Indian,2,166.98
7795,3134,Ice Cream,Desserts,3,337.98
7796,3135,Noodles,Chinese,1,340.48
7797,3135,Paneer Pizza,Italian,1,379.03
7798,3135,Chicken Pizza,Italian,1,396.32
7799,3136,Ice Cream,Desserts,1,243.47
7800,3136,Noodles,Chinese,3,397.28
7801,3136,Brownie,Desserts,1,257.1
7802,3136,Brownie,Desserts,1,374.98
7803,3137,Chicken Biryani,North Indian,3,101.47
7804,3137,Brownie,Desserts,1,371.11
7805,3138,Idli,South Indian,1,138.75
7806,3138,Paneer Pizza,Italian,1,169.72
7807,3138,Paneer Pizza,Italian,2,407.18
7808,3139,Idli,South Indian,2,185.88
7809,3140,Fried Rice,Chinese,3,342.45
7810,3140,Noodles,Chinese,1,141.82
7811,3140,Fried Rice,Chinese,3,385.37
7812,3140,Chicken Burger,Fast Food,1,180.85
7813,3141,Veg Biryani,North Indian,3,149.7
7814,3141,Fried Rice,Chinese,3,360.34
7815,3142,Brownie,Desserts,2,109.09
7816,3143,Chicken Biryani,North Indian,2,337.28
7817,3143,Idli,South Indian,1,242.22
7818,3143,Chicken Biryani,North Indian,2,152.85
7819,3144,Brownie,Desserts,3,157.7
7820,3144,Brownie,Desserts,3,386.03
7821,3145,Idli,South Indian,3,243.5
7822,3145,Veg Biryani,North Indian,2,254.19
7823,3145,Chicken Pizza,Italian,3,297.96
7824,3146,Fried Rice,Chinese,1,125.18
7825,3147,Veg Burger,Fast Food,1,273.15
7826,3147,Paneer Pizza,Italian,2,177.03
7827,3147,Chicken Pizza,Italian,1,241.68
7828,3147,Veg Biryani,North Indian,3,399.46
7829,3148,Veg Biryani,North Indian,1,176.32
7830,3148,Noodles,Chinese,3,120.83
7831,3148,Chicken Biryani,North Indian,3,245.29
7832,3148,Masala Dosa,South Indian,3,362.4
7833,3149,Chicken Burger,Fast Food,2,414.09
7834,3149,Paneer Pizza,Italian,1,269.3
7835,3149,Veg Biryani,North Indian,2,305.03
7836,3150,Chicken Burger,Fast Food,3,192.05
7837,3150,Chicken Biryani,North Indian,1,255.86
7838,3151,Noodles,Chinese,2,112.7
7839,3151,Ice Cream,Desserts,3,90.03
7840,3152,Veg Biryani,North Indian,1,313.37
7841,3152,Chicken Pizza,Italian,1,152.05
7842,3152,Chicken Biryani,North Indian,1,216.92
7843,3153,Fried Rice,Chinese,3,347.83
7844,3153,Chicken Pizza,Italian,3,246.16
7845,3153,Veg Burger,Fast Food,3,357.71
7846,3154,Masala Dosa,South Indian,1,81.14
7847,3154,Masala Dosa,South Indian,3,358.43
7848,3154,Veg Biryani,North Indian,1,80.83
7849,3155,Paneer Pizza,Italian,2,290.11
7850,3155,Chicken Pizza,Italian,3,381.77
7851,3156,Veg Burger,Fast Food,2,377.18
7852,3156,Chicken Burger,Fast Food,1,223.99
7853,3156,Veg Burger,Fast Food,1,354.98
7854,3156,Chicken Burger,Fast Food,3,166.06
7855,3157,Chicken Pizza,Italian,1,140.02
7856,3158,Chicken Pizza,Italian,2,342.58
7857,3158,Chicken Pizza,Italian,1,334.57
7858,3159,Chicken Biryani,North Indian,1,382.8
7859,3159,Brownie,Desserts,2,227.67
7860,3159,Paneer Pizza,Italian,2,255.96
7861,3160,Chicken Burger,Fast Food,1,109.89
7862,3160,Masala Dosa,South Indian,1,437.14
7863,3160,Paneer Pizza,Italian,2,196.27
7864,3161,Paneer Pizza,Italian,1,432.83
7865,3161,Chicken Pizza,Italian,3,315.42
7866,3161,Paneer Pizza,Italian,2,335.34
7867,3161,Noodles,Chinese,2,160.58
7868,3162,Brownie,Desserts,3,339.18
7869,3162,Veg Burger,Fast Food,3,414.05
7870,3162,Masala Dosa,South Indian,3,100.06
7871,3162,Idli,South Indian,3,150.4
7872,3163,Veg Burger,Fast Food,2,432.17
7873,3164,Ice Cream,Desserts,1,354.33
7874,3164,Chicken Burger,Fast Food,3,399.39
7875,3164,Noodles,Chinese,1,232.53
7876,3165,Chicken Pizza,Italian,3,398.03
7877,3165,Fried Rice,Chinese,3,324.47
7878,3165,Chicken Biryani,North Indian,3,324.41
7879,3166,Ice Cream,Desserts,1,311.39
7880,3166,Paneer Pizza,Italian,1,344.41
7881,3166,Paneer Pizza,Italian,3,164.52
7882,3167,Chicken Pizza,Italian,2,135.8
7883,3167,Veg Biryani,North Indian,3,303.34
7884,3167,Veg Burger,Fast Food,3,109.63
7885,3168,Brownie,Desserts,3,332.57
7886,3168,Veg Burger,Fast Food,1,349.08
7887,3169,Veg Biryani,North Indian,3,420.95
7888,3169,Chicken Burger,Fast Food,3,196.07
7889,3169,Ice Cream,Desserts,2,373.81
7890,3169,Fried Rice,Chinese,1,414.88
7891,3170,Veg Biryani,North Indian,2,342.24
7892,3170,Ice Cream,Desserts,2,334.58
7893,3171,Noodles,Chinese,3,240.38
7894,3171,Noodles,Chinese,3,320.54
7895,3172,Noodles,Chinese,1,118.23
7896,3172,Brownie,Desserts,2,219.56
7897,3172,Brownie,Desserts,3,151.28
7898,3172,Veg Burger,Fast Food,1,198.48
7899,3173,Masala Dosa,South Indian,2,438.32
7900,3173,Paneer Pizza,Italian,3,186.5
7901,3173,Veg Biryani,North Indian,2,132.52
7902,3173,Noodles,Chinese,1,390.93
7903,3174,Noodles,Chinese,1,137.19
7904,3175,Chicken Burger,Fast Food,1,218.93
7905,3175,Brownie,Desserts,3,104.27
7906,3175,Ice Cream,Desserts,3,147.33
7907,3176,Paneer Pizza,Italian,3,249.67
7908,3176,Paneer Pizza,Italian,1,168.48
7909,3176,Fried Rice,Chinese,3,88.22
7910,3176,Masala Dosa,South Indian,2,87.14
7911,3177,Fried Rice,Chinese,2,164.68
7912,3177,Masala Dosa,South Indian,2,392.66
7913,3178,Brownie,Desserts,1,181.77
7914,3179,Veg Biryani,North Indian,3,83.67
7915,3180,Veg Biryani,North Indian,1,408.41
7916,3180,Masala Dosa,South Indian,1,325.99
7917,3181,Chicken Burger,Fast Food,1,419.39
7918,3181,Idli,South Indian,2,391.84
