order_id,customer_id,restaurant_id,partner_id,order_date,delivery_time_minutes,order_status,total_amount
2785,782,24,126,2024-12-18 08:10:20,25,Delivered,220.33
2786,14,133,25,2024-09-20 10:34:25,66,Delivered,754.3
2787,110,38,152,2025-07-27 18:45:01,16,Cancelled,328.5
2788,351,16,119,2026-06-22 05:06:10,20,Delivered,220.04
2789,464,27,64,2025-03-16 13:43:07,18,Delivered,528.16
2790,82,13,209,2025-01-10 18:23:34,70,Delivered,1750.45
2791,977,71,126,2026-06-13 20:38:54,34,Delivered,811.02
2792,117,51,7,2026-03-29 18:13:22,16,Delivered,449.85
2793,545,136,174,2026-04-04 04:38:37,37,Delivered,1310.62
2794,611,65,128,2026-02-14 19:21:54,16,Delivered,1076.08
2795,342,51,172,2025-05-04 15:21:04,66,Cancelled,480.6
2796,413,41,211,2025-07-04 03:38:57,66,Preparing,875.14
2797,261,112,228,2025-02-12 22:20:17,40,Delivered,395.71
2798,362,150,17,2025-09-09 01:55:41,48,Delivered,378.07
2799,875,122,5,2026-03-14 10:24:59,17,Delivered,588.91
2800,425,109,26,2026-06-13 14:18:57,34,Preparing,1184.28
2801,26,18,204,2026-04-29 23:19:21,22,Delivered,1121.05
2802,683,120,32,2025-02-01 23:55:26,31,Delivered,1385.89
2803,269,150,61,2025-04-17 03:01:37,49,Delivered,1060.86
2804,841,145,194,2026-06-05 20:48:00,59,Cancelled,1191.27
2805,277,147,1,2026-07-12 09:40:23,35,Delivered,1795.85
2806,68,82,201,2024-11-23 15:31:38,26,Delivered,1157.42
2807,514,10,207,2025-06-20 19:30:41,52,Delivered,1519.72
2808,842,128,238,2025-09-13 16:19:05,40,Delivered,1023.16
2809,505,58,166,2024-09-14 00:52:16,19,Delivered,1124.02
2810,702,31,209,2025-06-09 03:02:48,41,Delivered,1068.29
2811,300,27,106,2026-05-29 15:11:42,39,Preparing,394.93
2812,497,74,244,2025-02-26 02:46:24,18,Delivered,1092.18
2813,255,60,213,2025-09-25 21:33:10,26,Delivered,870.87
2814,216,132,172,2025-07-02 06:22:32,52,Delivered,1111.73
2815,934,30,157,2024-08-28 07:00:23,43,Delivered,260.54
2816,843,68,43,2026-02-27 23:31:13,42,Delivered,1726.99
2817,143,7,55,2025-06-27 11:38:30,44,Delivered,910.22
2818,926,139,217,2025-07-11 21:12:36,25,Delivered,827.72
2819,862,41,170,2024-12-26 13:24:09,57,Delivered,1190.86
2820,677,67,25,2025-10-28 23:58:20,69,Preparing,1695.25
2821,967,22,61,2025-09-27 16:07:24,38,Delivered,1389.03
2822,586,132,153,2025-01-15 04:31:48,47,Cancelled,1437.07
2823,460,38,230,2026-02-06 13:18:54,22,Delivered,883.35
2824,23,138,129,2025-02-09 07:25:12,55,Delivered,628.11
2825,678,131,8,2026-06-21 02:53:27,67,Delivered,266.51
2826,560,103,229,2025-03-18 18:01:21,31,Delivered,378.1
2827,777,31,116,2026-07-22 03:40:20,37,Delivered,1366.79
2828,239,147,113,2025-09-23 00:03:28,47,Delivered,1688.64
2829,553,45,16,2025-08-24 01:12:23,66,Delivered,1041.16
2830,429,122,82,2024-12-27 16:54:48,45,Delivered,1517.54
2831,185,49,98,2025-09-27 01:22:26,51,Delivered,1132.87
2832,94,22,240,2025-03-21 21:46:52,25,Delivered,974.48
2833,837,70,203,2024-12-13 10:44:52,25,Delivered,848.73
2834,926,130,39,2025-04-01 23:58:30,44,Delivered,796.97
2835,966,123,171,2026-04-11 14:22:17,55,Delivered,221.17
2836,364,59,183,2025-01-22 00:59:10,22,Delivered,1454.28
2837,810,149,109,2025-05-22 06:10:29,22,Delivered,222.63
2838,922,142,165,2026-07-14 12:46:15,30,Delivered,618.79
2839,916,142,143,2026-04-09 17:28:38,29,Delivered,772.69
2840,110,118,149,2026-07-04 03:17:00,66,Cancelled,1236.74
2841,657,102,47,2025-11-30 21:10:19,33,Delivered,1609.87
2842,949,108,180,2026-05-20 03:07:35,55,Delivered,1156.21
2843,393,140,64,2025-03-17 11:04:11,61,Delivered,1159.48
2844,27,69,116,2025-06-09 07:54:18,47,Delivered,256.85
2845,12,40,144,2026-07-09 18:26:47,36,Delivered,384.86
2846,956,92,149,2024-11-13 04:09:50,63,Delivered,1190.02
2847,282,139,140,2025-09-21 15:26:14,23,Delivered,1746.64
2848,984,57,69,2024-09-03 21:44:19,49,Delivered,1299.53
2849,234,11,226,2025-04-12 00:59:10,42,Delivered,576.58
2850,492,39,193,2025-04-14 11:35:52,48,Delivered,1099.99
2851,436,6,160,2024-09-08 06:52:41,68,Delivered,644.83
2852,220,29,151,2025-07-10 02:32:52,63,Preparing,559.67
2853,678,42,211,2026-04-24 02:32:36,70,Delivered,822.18
2854,239,55,122,2025-07-09 04:30:11,61,Delivered,150.7
2855,192,64,12,2026-07-19 02:16:56,31,Delivered,993.22
2856,411,86,200,2025-02-28 23:35:32,68,Delivered,1651.52
2857,369,72,193,2026-01-27 09:51:41,34,Delivered,582.6
2858,632,25,110,2024-09-05 23:50:55,35,Delivered,1590.52
2859,714,75,71,2025-05-30 16:24:17,16,Delivered,837.04
2860,866,17,121,2025-05-04 18:23:25,63,Delivered,1629.35
2861,954,17,198,2025-07-12 19:13:31,48,Delivered,576.84
2862,552,147,193,2025-11-22 12:49:37,49,Delivered,1052.06
2863,980,1,222,2025-04-15 16:53:03,40,Delivered,1059.4
2864,100,70,21,2025-04-28 19:28:10,43,Delivered,1003.0
2865,108,58,215,2024-09-29 05:58:59,35,Delivered,1666.54
2866,642,97,243,2025-05-07 23:07:04,31,Delivered,1167.17
2867,552,64,179,2025-06-02 11:22:16,52,Delivered,1170.6
2868,451,80,239,2024-11-29 21:59:50,47,Delivered,665.38
2869,914,24,84,2025-01-05 01:27:28,36,Delivered,1765.18
2870,823,13,29,2025-10-10 13:53:36,22,Delivered,1341.93
2871,696,47,15,2024-12-18 00:38:53,69,Delivered,938.3
2872,370,64,179,2026-02-15 10:32:54,39,Cancelled,223.41
2873,117,19,122,2026-04-30 14:09:10,20,Delivered,1351.53
2874,233,138,193,2024-08-05 14:57:56,64,Delivered,801.56
2875,432,81,64,2025-11-02 11:43:51,41,Preparing,1218.57
2876,103,132,149,2024-08-24 11:35:56,31,Delivered,1139.16
2877,389,125,2,2025-09-22 03:33:17,18,Delivered,1232.51
2878,587,78,207,2026-07-26 18:55:53,23,Delivered,1752.6
2879,257,46,13,2025-04-13 22:48:35,33,Preparing,1797.76
2880,699,71,202,2026-06-29 21:51:58,62,Cancelled,1162.09
2881,442,128,106,2026-03-15 18:27:32,18,Delivered,869.08
2882,166,4,210,2025-04-07 03:37:21,65,Preparing,669.33
2883,886,94,126,2024-10-20 06:45:47,63,Delivered,1036.9
2884,30,147,116,2024-08-31 01:52:48,65,Preparing,1417.21
2885,988,57,50,2025-08-16 06:52:48,65,Delivered,1154.21
2886,436,34,63,2025-11-29 13:53:36,69,Delivered,575.85
2887,415,98,201,2026-01-23 15:26:12,23,Cancelled,454.14
2888,429,87,180,2025-03-26 10:31:36,33,Delivered,804.21
2889,343,89,59,2026-02-16 13:16:04,18,Delivered,1687.66
2890,436,42,220,2024-08-19 11:12:49,26,Delivered,401.06
2891,186,116,110,2025-12-28 10:12:08,45,Delivered,932.01
2892,411,35,196,2025-11-07 03:59:06,35,Delivered,793.74
2893,107,21,46,2024-10-16 01:39:46,32,Delivered,314.86
2894,382,129,209,2026-06-19 22:41:43,31,Delivered,1003.16
2895,398,16,2,2025-01-26 11:36:19,63,Preparing,1035.8
2896,111,122,151,2024-10-14 12:37:33,48,Preparing,943.98
2897,507,144,33,2024-10-01 18:59:49,27,Cancelled,435.27
2898,610,92,114,2024-10-14 19:50:37,65,Cancelled,1686.13
2899,280,115,35,2025-07-23 10:52:27,60,Delivered,584.15
2900,169,109,20,2026-03-26 01:26:45,24,Delivered,1667.21
2901,55,53,136,2025-08-27 06:12:20,31,Delivered,1403.54
2902,491,88,59,2025-05-26 08:30:39,42,Delivered,1121.42
2903,396,137,13,2024-10-10 15:52:56,44,Delivered,1756.61
2904,651,44,95,2025-11-07 21:28:55,31,Preparing,438.47
2905,131,32,172,2026-01-13 10:08:00,50,Delivered,533.73
2906,333,65,93,2024-08-12 21:30:46,66,Delivered,1717.54
2907,49,9,174,2024-11-16 14:38:31,42,Delivered,1227.16
2908,293,120,87,2025-04-10 05:50:35,62,Delivered,474.74
2909,902,20,29,2026-04-15 16:02:26,23,Preparing,404.37
2910,731,115,74,2025-03-15 03:27:22,64,Delivered,1412.83
2911,749,126,175,2026-01-27 00:00:45,54,Delivered,1772.43
2912,462,113,231,2025-07-09 20:22:48,64,Delivered,490.36
2913,681,76,166,2026-01-09 18:30:07,56,Delivered,424.49
2914,174,8,50,2025-05-27 06:13:31,70,Delivered,1039.18
2915,702,44,210,2024-09-08 23:51:00,19,Cancelled,733.49
2916,13,139,16,2026-01-13 11:14:36,66,Delivered,1151.12
2917,397,64,212,2026-01-25 20:45:05,17,Delivered,1329.35
2918,200,9,99,2024-12-13 15:47:49,53,Preparing,1765.12
2919,333,140,129,2024-12-06 16:49:00,68,Delivered,1179.81
2920,235,85,218,2025-12-03 09:16:13,29,Cancelled,169.5
2921,879,27,132,2024-08-16 13:03:36,19,Delivered,803.96
2922,486,130,74,2025-06-09 12:12:21,47,Preparing,1540.22
2923,354,45,72,2026-02-06 00:59:32,31,Delivered,1255.54
2924,369,67,68,2025-11-23 09:28:45,42,Delivered,1027.37
2925,840,137,226,2025-05-13 04:31:03,38,Delivered,933.93
2926,635,56,116,2026-07-13 03:57:38,60,Delivered,326.8
2927,658,83,62,2025-01-26 16:01:13,56,Delivered,392.69
2928,468,129,132,2025-03-30 19:55:12,57,Delivered,1039.13
2929,396,146,149,2026-04-25 02:11:05,42,Preparing,1020.69
2930,796,40,227,2026-07-13 14:01:27,63,Delivered,250.52
2931,323,124,149,2026-07-23 02:23:19,59,Delivered,940.91
2932,281,116,175,2025-02-22 06:19:35,23,Delivered,533.71
2933,830,23,221,2026-01-22 16:58:54,61,Preparing,1041.74
2934,987,98,182,2024-10-01 15:42:02,31,Delivered,368.13
2935,209,143,167,2026-01-10 05:53:15,29,Delivered,418.51
2936,242,61,146,2024-12-13 15:24:11,65,Delivered,1760.05
2937,662,141,128,2024-07-29 13:38:37,16,Delivered,1497.9
2938,967,146,54,2026-06-22 15:40:17,26,Delivered,999.23
2939,51,148,143,2024-10-01 07:02:08,28,Delivered,349.86
2940,836,30,4,2025-12-29 00:43:26,26,Delivered,1616.79
2941,17,17,178,2024-11-11 02:27:19,48,Delivered,866.05
2942,118,12,233,2024-12-17 14:44:33,16,Delivered,1191.78
2943,688,143,236,2025-07-04 01:32:33,66,Delivered,1329.53
2944,125,3,141,2026-06-28 23:33:47,20,Delivered,462.43
2945,393,24,74,2025-03-29 18:11:40,18,Preparing,538.13
2946,567,75,238,2026-03-30 17:44:55,35,Delivered,1207.9
2947,88,131,194,2026-04-06 16:38:19,18,Delivered,606.0
2948,802,141,165,2026-06-28 04:33:56,23,Delivered,660.39
2949,888,81,214,2025-10-11 14:29:10,58,Delivered,207.53
2950,204,5,118,2025-05-02 14:54:31,68,Delivered,1661.4
2951,4,95,210,2026-06-06 07:20:52,67,Delivered,693.55
2952,761,98,113,2024-09-13 07:04:44,68,Delivered,182.25
2953,706,12,112,2024-08-06 06:40:16,42,Preparing,1252.93
2954,433,69,24,2024-11-28 17:09:26,19,Delivered,1218.05
2955,939,95,77,2026-05-27 23:48:47,70,Delivered,298.99
2956,861,58,73,2025-06-18 11:39:36,15,Delivered,1043.73
2957,103,103,158,2026-03-11 00:30:01,67,Preparing,1125.94
2958,791,121,11,2026-04-21 02:48:15,48,Delivered,756.02
2959,576,50,111,2026-01-23 11:41:14,41,Delivered,635.43
2960,145,97,137,2026-07-12 20:25:19,61,Delivered,1176.02
2961,164,100,156,2024-09-06 12:01:14,44,Delivered,1021.12
2962,553,111,143,2024-09-28 09:04:22,50,Delivered,1198.21
2963,122,121,136,2025-04-03 05:34:43,58,Delivered,950.74
2964,630,19,94,2024-10-23 06:36:02,16,Delivered,1125.75
2965,185,93,117,2025-04-17 00:31:10,69,Delivered,899.88
2966,387,6,178,2025-01-11 17:56:15,53,Delivered,186.76
2967,90,34,111,2026-05-30 05:43:30,59,Delivered,741.54
2968,870,134,148,2026-02-07 21:29:54,50,Delivered,458.17
2969,16,78,21,2026-07-21 19:19:47,50,Cancelled,1405.74
2970,919,147,95,2024-12-18 06:37:23,23,Preparing,1443.54
2971,370,86,131,2026-07-03 04:00:55,35,Preparing,344.33
2972,499,117,75,2026-06-11 10:05:54,60,Delivered,1384.12
2973,500,76,99,2025-04-24 14:31:56,53,Delivered,273.14
2974,555,142,38,2026-04-09 20:20:53,32,Delivered,1326.07
2975,413,36,112,2025-12-19 13:34:41,32,Delivered,382.51
2976,966,123,86,2026-01-13 04:40:38,47,Delivered,891.31
2977,831,68,185,2026-01-13 04:49:50,61,Delivered,1661.81
2978,108,142,89,2025-10-28 22:22:45,58,Delivered,952.08
2979,856,12,82,2025-02-15 17:22:27,42,Delivered,358.59
2980,866,148,37,2025-07-05 22:36:06,23,Delivered,755.83
2981,851,1,182,2025-12-03 06:51:30,51,Delivered,1361.62
2982,65,103,57,2026-06-20 19:27:12,60,Cancelled,826.51
2983,974,14,118,2025-11-20 19:04:52,25,Delivered,374.42
2984,868,121,46,2025-04-18 23:33:52,47,Delivered,1073.98
2985,336,72,2,2024-08-22 21:52:29,18,Delivered,1008.28
2986,969,133,47,2025-07-04 07:35:17,25,Delivered,1333.18
2987,247,24,35,2025-03-05 12:04:21,41,Delivered,1703.64
2988,556,96,2,2024-09-01 02:30:00,45,Delivered,1447.4
2989,966,144,165,2026-05-08 10:27:36,59,Delivered,247.35
2990,119,148,96,2025-08-15 10:54:00,15,Delivered,1542.34
2991,908,28,209,2024-10-14 15:40:04,57,Delivered,456.78
2992,83,12,191,2026-03-15 05:52:47,38,Delivered,1497.95
2993,813,113,14,2025-07-08 02:34:05,67,Delivered,479.36
2994,34,119,19,2026-01-27 00:28:35,66,Delivered,667.95
2995,16,2,245,2024-12-24 14:55:26,45,Delivered,1306.09
2996,670,23,225,2026-05-16 00:36:35,47,Delivered,665.23
2997,729,84,179,2024-11-06 08:46:47,33,Delivered,1215.67
2998,817,146,134,2025-07-24 05:26:19,44,Delivered,1066.3
2999,219,106,89,2025-11-03 04:23:35,23,Delivered,610.4
3000,484,30,106,2025-09-29 20:08:55,68,Delivered,1732.9
3001,813,132,237,2024-09-05 12:35:56,24,Preparing,483.6
3002,319,138,22,2026-07-21 23:58:12,28,Preparing,1346.83
3003,73,10,67,2025-04-29 22:03:31,36,Delivered,730.46
3004,575,104,57,2026-01-30 05:08:21,58,Delivered,922.65
3005,304,55,249,2026-02-26 07:05:55,65,Delivered,743.91
3006,263,135,196,2025-10-30 05:49:14,67,Delivered,1587.74
3007,156,108,136,2026-01-03 15:07:41,18,Delivered,600.46
3008,559,112,10,2025-05-09 11:11:47,62,Delivered,469.7
3009,562,57,184,2025-12-11 04:56:25,31,Cancelled,1686.07
3010,516,50,141,2024-08-19 20:25:20,34,Preparing,674.57
3011,234,98,236,2026-07-08 13:34:01,66,Preparing,1748.93
3012,306,104,235,2025-01-24 04:12:53,23,Delivered,695.9
3013,55,115,209,2025-12-28 16:37:38,43,Preparing,1312.74
3014,403,93,115,2026-03-04 09:06:30,54,Delivered,282.1
3015,984,102,41,2026-05-04 03:33:39,28,Delivered,1353.16
3016,10,9,139,2024-09-18 03:26:05,36,Preparing,685.51
3017,44,127,162,2024-09-04 11:00:17,59,Delivered,195.47
3018,615,27,228,2024-08-05 14:46:17,29,Delivered,287.5
3019,103,119,200,2025-05-30 01:26:00,47,Preparing,306.35
3020,704,5,37,2025-03-09 15:21:27,36,Delivered,1311.86
3021,456,100,14,2026-01-06 07:45:28,58,Delivered,427.51
3022,25,104,184,2025-11-24 05:12:19,54,Delivered,535.78
3023,838,69,179,2025-01-13 00:22:45,20,Delivered,1797.05
3024,915,22,171,2025-03-22 05:39:40,23,Delivered,1636.84
3025,804,145,92,2026-03-21 08:42:22,70,Preparing,167.45
3026,881,107,195,2026-02-09 08:47:43,66,Delivered,233.78
3027,328,29,87,2024-08-07 13:02:26,28,Cancelled,1685.33
3028,929,89,248,2025-01-02 22:37:53,66,Delivered,1282.55
3029,266,113,163,2026-01-16 00:36:22,54,Delivered,872.8
3030,45,127,26,2026-06-25 23:42:36,63,Delivered,465.58
3031,133,119,153,2025-10-21 18:27:45,50,Delivered,733.88
3032,761,94,165,2024-10-29 02:51:09,16,Preparing,1249.6
3033,850,17,13,2024-07-31 09:31:43,15,Preparing,624.95
3034,694,56,249,2025-03-01 13:16:25,34,Delivered,170.14
3035,707,149,31,2025-04-25 12:37:39,15,Delivered,357.99
3036,33,55,110,2024-11-03 23:23:23,17,Delivered,1302.9
3037,779,73,17,2026-07-27 09:17:30,19,Delivered,1184.32
3038,932,25,245,2024-08-22 11:28:29,29,Preparing,705.74
3039,631,45,246,2026-06-11 05:58:49,49,Delivered,1403.94
3040,250,96,176,2025-01-11 16:20:16,51,Delivered,225.41
3041,398,19,9,2025-06-26 19:38:05,18,Delivered,953.37
3042,964,148,4,2024-09-02 11:42:17,56,Delivered,1092.47
3043,966,141,16,2025-08-26 11:02:25,19,Delivered,1333.26
3044,489,68,12,2025-11-16 02:06:15,64,Delivered,548.7
3045,491,129,69,2026-01-22 18:47:30,59,Delivered,1332.48
3046,980,56,170,2026-03-11 14:51:50,27,Delivered,626.81
3047,595,96,221,2025-03-06 19:36:36,29,Delivered,797.84
3048,470,97,195,2024-09-17 02:12:21,69,Delivered,701.39
3049,9,56,42,2024-09-22 23:51:53,55,Delivered,168.24
3050,506,55,98,2025-09-23 15:19:33,35,Delivered,1633.09
3051,189,74,28,2025-03-18 23:54:59,44,Delivered,453.22
3052,63,48,170,2025-11-27 23:03:44,51,Delivered,396.6
3053,809,57,79,2025-11-17 12:42:27,36,Cancelled,265.08
3054,755,9,147,2026-07-05 18:29:43,17,Delivered,1622.37
3055,860,12,92,2024-10-09 21:59:47,30,Delivered,1411.1
3056,554,143,234,2025-01-17 00:22:28,41,Delivered,550.91
3057,156,30,23,2025-12-18 23:52:27,39,Delivered,512.91
3058,140,2,73,2025-04-16 16:08:00,58,Delivered,1759.21
3059,934,117,86,2026-06-12 23:14:18,63,Cancelled,1078.25
3060,809,140,116,2025-11-19 00:55:19,35,Cancelled,1570.16
3061,90,44,152,2025-11-19 23:46:24,62,Delivered,848.77
3062,172,102,12,2026-06-21 19:52:33,29,Preparing,546.44
3063,688,46,205,2024-12-11 10:00:47,15,Cancelled,383.42
3064,379,91,134,2025-09-25 17:19:39,26,Delivered,912.21
3065,475,7,178,2025-05-04 01:01:05,53,Delivered,1647.1
3066,118,24,206,2025-04-23 21:27:01,37,Delivered,522.32
3067,770,141,2,2026-03-11 08:18:15,26,Delivered,1305.7
3068,173,26,166,2026-03-03 15:20:12,65,Delivered,1239.42
3069,70,91,233,2025-02-03 07:08:13,48,Delivered,1011.72
3070,932,126,186,2026-07-05 08:09:17,15,Delivered,1083.15
3071,445,28,198,2025-05-15 09:39:36,22,Delivered,498.87
3072,381,86,141,2026-01-12 21:57:12,50,Delivered,1121.09
3073,321,146,192,2025-10-12 12:42:17,44,Delivered,926.23
3074,721,25,98,2025-04-19 12:18:09,50,Delivered,1319.57
3075,769,87,235,2024-11-19 20:37:55,30,Delivered,1413.22
3076,717,56,18,2024-09-02 13:31:19,50,Preparing,1154.28
3077,159,131,233,2025-05-05 17:30:13,52,Delivered,434.42
3078,522,71,85,2025-05-26 08:55:23,34,Cancelled,1234.64
3079,527,36,44,2024-09-21 22:45:20,61,Delivered,418.15
3080,56,46,142,2024-08-23 21:29:39,28,Delivered,1035.48
3081,641,59,35,2024-09-13 03:25:20,57,Preparing,247.61
3082,91,72,72,2025-06-10 14:56:27,46,Preparing,1230.48
3083,749,34,237,2025-08-11 05:51:55,62,Cancelled,1383.82
3084,68,108,250,2025-10-14 07:48:31,38,Delivered,1322.39
3085,718,3,173,2025-10-20 16:56:21,23,Delivered,1362.4
3086,131,10,163,2024-08-08 04:45:46,28,Preparing,607.05
3087,732,39,57,2025-12-11 08:53:33,69,Delivered,1332.95
3088,510,92,218,2024-08-12 23:50:33,23,Delivered,320.34
3089,382,50,11,2025-06-03 00:44:51,64,Delivered,980.51
3090,428,86,227,2025-10-15 17:20:05,18,Delivered,803.19
3091,3,15,89,2025-06-26 20:50:42,60,Delivered,530.84
3092,849,113,117,2026-07-08 23:51:17,44,Delivered,1640.1
3093,99,138,58,2026-07-04 23:24:20,23,Delivered,1278.25
3094,668,42,154,2026-04-30 06:37:08,20,Delivered,1607.71
3095,703,19,121,2025-09-27 07:37:45,34,Delivered,1153.4
3096,882,41,150,2024-09-12 17:26:52,62,Preparing,509.98
3097,967,8,68,2024-09-24 07:09:55,30,Delivered,1374.09
3098,841,71,18,2025-09-26 17:24:41,54,Delivered,417.63
3099,582,21,206,2025-05-25 13:04:14,70,Delivered,345.55
3100,499,4,129,2026-02-06 01:46:35,18,Delivered,1069.35
3101,378,107,216,2025-07-05 05:24:37,40,Delivered,1392.69
3102,913,11,99,2025-08-03 22:47:01,29,Delivered,1684.27
3103,87,147,132,2025-02-18 03:52:32,66,Delivered,746.76
3104,311,149,74,2024-09-01 07:24:06,64,Delivered,570.31
3105,672,10,113,2026-03-25 13:58:35,42,Delivered,473.97
3106,314,49,184,2026-01-20 05:41:18,29,Delivered,717.25
3107,310,97,43,2026-06-24 13:42:43,44,Delivered,1546.74
3108,395,35,112,2025-02-01 17:56:46,68,Delivered,637.6
3109,151,66,56,2025-08-05 02:23:51,65,Delivered,376.78
3110,849,88,241,2025-08-22 03:58:58,56,Delivered,678.93
3111,690,39,26,2025-02-21 11:48:31,58,Delivered,996.84
3112,908,11,137,2026-01-19 09:51:37,62,Delivered,1777.44
3113,974,26,190,2026-01-08 09:42:37,54,Preparing,393.41
3114,246,80,233,2024-11-03 09:24:24,67,Delivered,1235.72
3115,585,98,68,2026-02-05 16:58:14,29,Delivered,709.08
3116,246,35,185,2026-06-20 03:55:08,33,Preparing,1757.28
3117,192,94,171,2025-01-14 05:41:11,18,Delivered,539.15
3118,252,67,244,2025-12-25 10:03:34,27,Preparing,207.31
3119,707,62,20,2024-12-26 15:04:00,20,Delivered,753.64
3120,685,136,128,2025-10-15 00:14:29,40,Delivered,1767.23
3121,274,95,222,2026-05-18 22:34:31,44,Delivered,794.17
3122,707,145,173,2025-03-10 12:25:48,32,Delivered,1463.51
3123,412,69,185,2025-03-24 07:53:12,64,Preparing,1661.71
3124,344,52,93,2025-10-23 09:08:32,30,Delivered,1081.12
3125,878,70,101,2026-01-22 21:46:00,39,Preparing,1131.17
3126,515,98,247,2025-05-16 07:26:54,66,Delivered,494.23
3127,288,33,21,2026-05-29 12:17:01,26,Delivered,760.4
3128,549,3,147,2025-01-19 20:21:28,36,Preparing,1695.8
3129,940,79,131,2024-08-13 23:52:58,20,Delivered,455.85
3130,409,37,83,2024-07-31 05:19:56,65,Preparing,1099.93
3131,407,78,217,2025-05-30 00:41:22,43,Delivered,1558.19
3132,246,4,117,2025-08-14 06:15:49,70,Preparing,375.57
3133,377,31,69,2025-07-20 04:08:36,26,Delivered,1689.66
3134,293,14,171,2025-05-17 20:53:09,31,Delivered,1112.81
3135,254,41,241,2026-03-10 09:53:23,41,Delivered,646.65
3136,325,80,55,2026-05-18 18:37:37,60,Delivered,897.13
3137,423,57,169,2026-05-17 13:38:28,64,Delivered,322.01
3138,930,5,8,2024-11-28 03:29:26,49,Delivered,1355.94
3139,508,136,211,2025-04-14 14:59:11,37,Preparing,384.45
3140,124,21,95,2025-04-09 21:35:58,61,Delivered,302.42
3141,955,143,72,2024-08-04 07:35:17,35,Delivered,748.53
3142,993,72,190,2025-01-14 08:42:39,26,Delivered,1644.64
3143,817,118,67,2024-11-30 20:49:14,32,Delivered,1223.3
3144,696,128,13,2025-12-02 15:19:21,22,Delivered,1210.65
3145,168,7,178,2025-04-25 07:34:35,48,Delivered,713.37
3146,760,38,57,2026-05-03 12:48:34,43,Delivered,367.89
3147,441,103,175,2024-08-06 15:35:29,35,Delivered,471.72
3148,4,29,72,2024-09-23 16:04:50,18,Delivered,226.96
3149,782,92,209,2025-08-16 04:00:18,24,Delivered,1688.51
3150,65,7,238,2025-01-10 03:07:20,38,Delivered,1006.59
3151,47,10,7,2025-05-19 19:36:04,24,Delivered,1275.99
3152,747,33,17,2025-03-29 06:12:02,34,Delivered,914.14
3153,868,50,31,2025-02-12 05:00:26,42,Delivered,646.85
3154,991,147,178,2024-11-07 01:02:56,65,Delivered,1665.48
3155,782,102,136,2026-06-27 05:11:31,66,Delivered,293.29
3156,169,9,51,2025-05-28 21:19:59,22,Delivered,1177.02
3157,360,40,133,2024-12-18 16:54:55,64,Delivered,1645.7
3158,28,48,148,2025-03-08 02:30:43,61,Delivered,949.66
3159,253,89,33,2024-10-19 05:10:56,61,Delivered,1165.36
3160,848,55,233,2025-07-20 20:57:44,30,Delivered,398.78
3161,710,114,59,2025-09-19 08:23:08,59,Delivered,1624.48
3162,618,45,1,2025-02-11 22:48:18,33,Delivered,931.57
3163,711,57,201,2024-12-18 19:15:07,37,Delivered,523.95
3164,438,23,130,2025-10-24 04:53:54,37,Preparing,924.75
3165,94,13,142,2024-09-14 13:24:48,44,Delivered,459.27
3166,622,128,202,2025-11-28 15:22:47,22,Delivered,1481.43
3167,850,52,98,2024-12-21 03:10:28,17,Delivered,960.8
3168,160,102,26,2025-12-24 20:37:15,37,Delivered,1721.05
3169,567,57,229,2025-10-16 21:05:44,50,Delivered,1193.0
3170,188,23,247,2026-01-25 16:15:49,69,Delivered,1459.7
3171,646,112,237,2026-03-26 04:58:21,60,Delivered,1031.32
3172,265,104,123,2024-11-22 03:30:24,27,Delivered,1393.69
3173,135,38,54,2025-01-15 00:54:32,28,Preparing,1771.08
3174,146,42,236,2026-04-03 02:42:46,60,Delivered,1197.32
3175,773,75,65,2025-01-16 23:16:27,24,Delivered,1784.14
3176,879,145,40,2025-03-25 01:45:17,60,Delivered,1784.84
3177,647,48,46,2025-04-12 04:22:20,61,Preparing,818.3
3178,387,47,211,2026-05-24 22:44:12,54,Preparing,706.93
3179,381,13,231,2024-10-11 01:05:41,39,Delivered,1630.2
3180,810,123,222,2024-09-21 05:38:56,66,Delivered,1560.89
3181,118,137,15,2024-08-09 21:29:47,32,Delivered,1458.42
3182,283,27,212,2026-02-21 16:28:00,30,Delivered,1253.85
3183,235,144,244,2026-04-01 16:45:00,34,Delivered,1227.78
3184,332,39,4,2024-08-22 21:05:08,57,Delivered,1428.37
3185,179,103,170,2025-10-15 19:39:35,18,Delivered,623.26
3186,409,59,147,2024-08-29 00:04:57,68,Delivered,1233.8
3187,396,17,81,2025-12-10 14:43:50,61,Delivered,935.64
3188,371,82,65,2026-06-24 06:05:55,51,Delivered,437.56
3189,642,18,95,2026-06-22 04:04:49,20,Delivered,1338.63
3190,74,20,145,2025-06-21 15:36:23,64,Preparing,714.66
3191,439,70,5,2026-05-11 16:19:11,51,Preparing,300.68
3192,739,97,152,2026-01-05 17:22:32,28,Delivered,893.92
3193,509,92,207,2024-09-03 02:23:20,26,Delivered,1475.66
3194,831,36,5,2025-05-01 17:00:25,31,Delivered,1761.05
3195,683,4,19,2025-02-03 19:20:03,54,Cancelled,968.62
3196,140,23,39,2024-08-02 10:15:52,34,Delivered,482.95
3197,250,111,232,2025-12-05 23:55:14,54,Delivered,1027.77
3198,663,117,104,2026-03-14 17:12:43,17,Delivered,1013.31
3199,221,19,43,2025-09-22 06:45:20,42,Delivered,948.39
